Gene name	Human gene name
ralab	RALA
gnao1b	GNAO1
gstp2	GSTM2
gstp2	GSTM5
gstp2	GSTM1
gstp2	GSTP1
gstp2	GSTA3
gstp2	GSTA4
gstp2	GSTA5
gstp2	GSTA1
gstp2	GSTA2
pot1	POT1
tnni2b.1	TNNI2
aqp3a	AQP3
pes	PES1
rtkn2a	RTKN2
tnni2b.1	TNNI2
myog	MYOG
uqcc3	
bms1	BMS1
fam204a	FAM204A
pcxb	PC
nbr1a	NBR1
atp5f1d	ATP5F1D
sec61b	SEC61B
tlk1b	TLK1
rtn3	RTN3
krt18a.1	
lrsam1	LRSAM1
rtn3	RTN3
pmpca	PMPCA
zgc:109889	
fam53b	FAM53B
slc35e4	SLC35E4
bco2l	BCO2
rbbp4	RBBP4
aamp	AAMP
wscd2	WSCD2
naca	NACA
dusp4	DUSP4
thada	THADA
tsc1b	TSC1
stxbp5l	STXBP5L
wdr62	WDR62
wdr62	WDR38
wdr62	NEDD1
wdr62	DCAF4
wdr62	DCAF4L2
wdr62	DCAF4L1
cldnd1b	CLDND1
senp5	SENP3-EIF4A1
senp5	SENP3
rh50	
orc3	ORC3
dcaf11	DCAF11
slc25a32b	AC012213.5
slc25a32b	SLC25A32
alg2	ALG2
fads2	FADS3
fads2	FADS2
nr3c1	NR3C1
zgc:109889	
si:ch211-197g15.6	IFI44L
si:ch211-197g15.6	IFI44
rcn3	RCN3
porcnl	PORCN
myf5	MYF5
tmprss4a	ST14
olfcw1	
cacnb2a	CACNB2
jpt2	JPT2
scg5	SCG5
chd1l	CHD1L
gpat2	GPAT2
scg5	SCG5
prxl2b	
naca	NACA
pdzrn3b	PDZRN3
ppp6c	PPP6C
grem1a	GREM1
pogzb	ZNF280C
pogzb	ZNF683
pogzb	ZNF280A
pogzb	ZNF524
pogzb	ZNF580
sgms1	SGMS1
pld1a	PLD1
syt14b	
itpkcb	ITPKC
nsmce4a	NSMCE4A
nsmce4a	EID3
smyd2b	
pmvk	PMVK
smyd2b	
znf1068	
tamm41	TAMM41
tmbim4	TMBIM4
tmbim4	AC078927.1
cbll1	CBLL2
cbll1	CBLL1
tfip11	TFIP11
rarga	RARG
ttk	TTK
gulp1a	GULP1
vgll4b	VGLL4
cbll1	CBLL2
cbll1	CBLL1
tmem30ab	TMEM30A
cbll1	CBLL2
cbll1	CBLL1
si:ch211-238n5.4	KIAA1147
si:ch211-163l21.10	
rnf24	RNF24
nosip	NOSIP
kcnab2b	KCNAB2
kcnk2b	KCNK2
fga	FGA
si:dkey-211g8.8	
slc39a6	SLC39A6
si:ch211-22k7.9	
eaf1	EAF1
tmem220	
sin3aa	SIN3A
metrn	METRN
naa50	NAA50
mcat	MCAT
zgc:56676	EIF1B
fastk	FASTK
MDFIC2	MDFIC2
tubb2	TUBB2B
tubb2	TUBB2A
mtbl	
ipo11	IPO11
dharma	
dact2	DACT2
zgc:113411	
actb2	
fbxo30a	FBXO30
tmem59l	TMEM59L
si:dkey-57k17.1	
slc25a44b	SLC25A44
zgc:113411	
lhb	
sept7b	SEPT7
rgp1	RGP1
gp1bb	
tmem201	
melk	MELK
si:dkeyp-94g1.1	
fanci	FANCI
ptpmt1	PTPMT1
lin7a	LIN7A
si:ch211-235e9.8	MGARP
ipo11	IPO11
bik	
reep2	REEP2
ppp2ca	
aspa	ASPA
sppl2	SPPL2B
scg5	SCG5
ppp2r5ea	
esrrgb	
si:ch211-235e9.8	MGARP
hipk2	HIPK2
dag1	DAG1
ahcyl2	AHCYL2
si:ch73-142c19.1	
si:dkey-1h24.2	CCKBR
arrdc1a	ARRDC5
sf3b3	SF3B3
mpp6a	MPP6
sc5d	SC5D
foxb1a	FOXB1
si:dkey-222f8.3	
mapk14b	MAPK14
chrac1	
tmem35	TMEM35A
grk4	GRK4
igf1rb	IGF1R
tnnt2c	TNNT2
theg	THEG
eef1a2	EEF1A2
GPATCH2	GPATCH2
tmppe	TMPPE
jak2a	JAK2
si:ch73-28h20.1	
slc2a12	SLC2A12
cby1	CBY1
lhpp	LHPP
cdv3	CDV3
sult5a1	SULT1A2
sult5a1	SULT1A1
sult5a1	SULT1A3
sult5a1	SULT1A4
timm44	TIMM44
herc3	AC098582.1
herc3	HERC3
cyp2n13	CYP2C8
phlda2	PHLDA2
exosc6	EXOSC6
zfpm1	ZFPM1
zhx2a	ZHX2
pimr140	
tbx1	TBX1
plgrkt	PLGRKT
zgc:55781	C7orf25
rprd1b	RPRD1B
ntrk3a	NTRK3
polr2c	POLR2C
rln1	
crlf1b	CRLF1
derl1	DERL1
zgc:86764	
rpl7	RPL7
si:ch211-86h15.1	
spire1a	SPIRE1
actr2b	ACTR2
mag	MAG
zgc:153867	MYL6
zgc:153867	MYL6B
tuba8l2	TUBA4A
ccni	CCNI
mag	MAG
magoh	MAGOH
magoh	MAGOHB
med23	MED23
abraxas2	ABRAXAS2
pou5f3	POU3F1
pou5f3	POU3F3
pou5f3	POU5F1B
pou5f3	POU5F1
pou5f3	POU5F2
ccndbp1	CCNDBP1
nono	NONO
si:ch211-225b11.1	SLC6A16
atp5meb	ATP5ME
prkrip1	PRKRIP1
slc25a12	SLC25A12
fbxl7	FBXL7
dph2	DPH2
arl13a	ARL13A
ints6l	
nudt5	NUDT5
sypl2a	SYPL2
slc22a23	SLC22A23
si:dkey-103e21.5	CASP10
fbxw5	FBXW5
psma6a	PSMA6
psma6a	PSMA6
coq9	COQ9
msx3	
ncf2	NCF2
sept5a	SEPT5
sept5a	AC000093.1
grhl2b	GRHL2
tnfb	LTA
tnfb	TNF
asap3	
edem2	EDEM2
prl2	
abhd16a	ABHD16A
eef1a1b	EEF1A1
stx11a	STX11
fstl1b	FSTL1
agtpbp1	AGTPBP1
morn2	MORN2
anapc13	ANAPC13
ccng2	CCNG2
kctd15a	KCTD15
upk3b	UPK3B
upk3b	AC105052.1
upk3b	AC093668.3
upk3b	UPK3BL1
upk3b	AC093668.2
fam160b2	FAM160B2
dcaf6	DCAF6
anapc13	ANAPC13
vkorc1	AC135050.2
vkorc1	VKORC1
tlk2	TLK2
txlng	TXLNG
aox6	AOX1
aktip	AKTIP
coq4	COQ4
her8.2	
slc25a5	SLC25A5
aktip	AKTIP
hnf4g	HNF4G
si:dkey-211g8.6	GPR42
si:dkey-211g8.6	FFAR3
si:dkey-211g8.6	FFAR2
fstl3	FSTL3
hnf4g	HNF4G
rps6kb1b	
fscn1a	FSCN1
kcnv2b	KCNV2
tcima	TCIM
rab32a	RAB32
cnih2	CNIH2
canx	CANX
bco2b	BCO2
cldn5a	CLDN5
l2hgdh	L2HGDH
pdk2b	PDK2
slc48a1b	SLC48A1
rars	RARS
crp2	
npas4a	NPAS4
spi1a	SPIB
spi1a	AC020909.1
gstp1	
ptger4b	PTGER4
mef2d	MEF2D
ada2a	ADA2
ucp3	
pip5k1ba	PIP5K1B
cry1b	CRY1
abr	ABR
ptpn11a	PTPN11
spam1	SPAM1
hoxc1a	
traf4a	TRAF4
tmem51a	TMEM51
mapk7	MAPK7
rab11ba	RAB11B
hps5	HPS5
atxn7l2a	ATXN7L2
dact1	DACT1
slc13a5a	SLC13A5
khdc4	KHDC4
syce2	
glod5	GLOD5
f3b	
crp3	
atp6v0a2b	ATP6V0A2
ciapin1	CIAPIN1
slc12a5b	
crybb1	CRYBB1
arl6ip4	ARL6IP4
si:dkey-204f11.64	
ttc33	TTC33
tmed2	TMED2
si:dkey-6a5.3	
sbds	SBDS
ttl	TTL
raph1b	RAPH1
stk38a	STK38
trpm2	TRPM2
kcnk13b	KCNK13
nicn1	AC104452.1
nicn1	NICN1
ocrl	OCRL
mgmt	MGMT
acy3.2	ACY3
sox21b	SOX21
anp32a	ANP32D
anp32a	ANP32A
pck1	PCK1
hoxc5a	HOXC5
hoxc5a	AC012531.3
upk1a	UPK1A
hcfc1b	
cntn4	
ddx55	DDX55
mgmt	MGMT
efcab7	EFCAB7
hoxc13a	HOXC13
cflara	CFLAR
CU468236.1	
rhoca	
mrgbp	MRGBP
spp2	SPP2
mgmt	MGMT
nap1l4a	TSPYL4
nap1l4a	TSPYL6
nap1l4a	TSPYL5
nap1l4a	SETSIP
nap1l4a	SET
nap1l4a	TSPYL1
nap1l4a	NAP1L5
nap1l4a	TSPY9P
nap1l4a	TSPY1
nap1l4a	TSPY8
nap1l4a	TSPY3
nap1l4a	TSPY4
nap1l4a	TSPY2
nap1l4a	TSPY10
nap1l4a	TSPYL2
nap1l4a	NAP1L2
nap1l4a	NAP1L3
mapk8ip3	MAPK8IP3
aimp1b	AIMP1
mgmt	MGMT
satb2	SATB2
foxp1b	FOXI1
foxp1b	FOXF2
pds5a	PDS5A
hmgb3a	HMGB3
pus10	PUS10
zgc:101679	F8A1
zgc:101679	F8A2
zgc:101679	F8A3
ephb3a	EPHB3
arl6ip6	ARL6IP6
acads	ACADS
hoxc3a	HOXA3
det1	AC013489.1
det1	DET1
stmn1b	STMN1
slc25a43	SLC25A43
atp1a1a.4	ATP1A1
znf207b	ZNF207
prdx4	PRDX4
acy3.1	ACY3
paqr7b	PAQR7
cldn5b	CLDN5
scn4ba	SCN4B
si:ch211-214j8.12	FBXL19
slc45a1	SLC45A1
hmgcra	HMGCR
lgals2b	LGALS2
arrb2b	ARRB2
mex3b	MEX3B
emp1	EMP1
bnip2	BNIP2
rpl12	RPL12
pmepa1	PMEPA1
vps18	VPS18
tmx2b	TMX2
tmx2b	TMX2-CTNND1
slc6a19b	SLC6A19
znf511	ZNF511
col5a2a	COL5A2
ice1	ICE1
arfgap2	ARFGAP2
crabp1b	CRABP1
zgc:85722	FAM184A
dmac2l	DMAC2L
si:rp71-15k1.1	
cct4	CCT4
si:dkeyp-73a2.2	
calcoco1a	CALCOCO1
zgc:113314	
rnf25	RNF25
si:dkey-211g8.7	GPR42
si:dkey-211g8.7	FFAR3
si:dkey-211g8.7	FFAR2
fbxw11b	FBXW11
irf2bpl	IRF2BPL
arhgef18a	ARHGEF18
arhgef18a	AC008878.3
zbtb2a	ZBTB2
psmc1b	PSMC1
xkrx	XKR3
xkrx	XKRX
prelid3b	PRELID3B
hoxc11a	HOXC11
si:ch211-226m16.2	
si:dkey-261e22.4	
aph1b	APH1B
hoxc10a	HOXC10
nabp1b	NABP1
nkx2.4b	NKX2-4
her13	HES6
pgm2	PGM2
rhobtb4	
hoxc8a	HOXC8
tcnbb	CBLIF
tcnbb	TCN1
lsr	LSR
slc25a33	SLC25A33
lratb.2	HRASLS5
lratb.2	PLA2G16
lratb.2	HRASLS2
rhov	RHOV
cep63	CEP63
adob	ADO
hoxc4a	HOXC4
chst12a	CHST12
mrpl54	MRPL54
si:dkey-192p21.6	
carm1	CARM1
lrmp	LRMP
hoxc6a	HOXC6
alkbh1	ALKBH1
tcf7l1b	TCF7L1
grifin	GRIFIN
sfrp2	SFRP2
stk16	STK16
wdr74	WDR74
si:ch211-235e9.6	
fam32a	FAM32A
rbp4l	
si:ch211-137a8.2	
si:ch211-185a18.2	KIAA0586
hoxc9a	HOXC9
aurka	AURKA
lrmp	LRMP
slc26a1	SLC26A1
rwdd	RWDD4
carmil2	
trpc4apb	TRPC4AP
nqo1	NQO1
etf1b	ETF1
ldah	LDAH
rwdd	RWDD4
cx43.4	
alox5b.2	
hoxc12a	HOXC12
rab6ba	RAB6B
nqo1	NQO1
sh3bp5la	SH3BP5L
gata5	GATA5
myh7l	MYH7
znf593	ZNF593
selenbp1	SELENBP1
zbtb7b	ZBTB7B
irg1l	
gcdhb	GCDH
smox	SMOX
im:7152348	
ucp2	UCP2
c3a.2	
gal3st1a	GAL3ST1
stum	STUM
lgsn	LGSN
cx39.9	
zgc:158263	
ppp2r3c	PPP2R3C
tmem106a	
nkiras2	NKIRAS2
mgat1a	MGAT1
sde2	SDE2
si:ch211-10a23.2	LGALS9
si:ch211-10a23.2	LGALS9B
si:ch211-10a23.2	LGALS9C
si:ch211-10a23.2	LGALS16
si:ch211-10a23.2	LGALS13
si:ch211-10a23.2	LGALS14
si:ch211-10a23.2	CLC
cx27.5	GJB1
pimr51	
zp3c	ZP3
zp3c	POMZP3
prmt7	PRMT7
zp3c	ZP3
zp3c	POMZP3
ablim1a	
tob1b	TOB1
aurkaip1	AURKAIP1
mgat4b	MGAT4B
smurf1	SMURF1
pimr50	
zgc:113294	
mfn2	MFN2
dnajb13	DNAJB13
TBC1D8B	TBC1D8B
map1lc3b	MAP1LC3B2
map1lc3b	MAP1LC3B
kat8	KAT8
ndufa9a	NDUFA9
ppp1r1b	PPP1R1B
klhl15	KLHL15
mib1	MIB1
lnx2b	
tmem169a	TMEM169
cpt2	CPT2
gnb1l	GNB1L
si:ch211-110p13.9	
ppp1r1b	PPP1R1B
si:ch211-275j6.5	C12orf65
grk7a	GRK7
gzm3.4	
kctd16a	KCTD16
odc1	ODC1
zgc:65997	CBR3
zgc:65997	DHRS2
adam28	ADAM28
sart1	
ric8b	RIC8B
si:dkey-148h10.5	
zgc:174877	
rbbp8	
elavl1b	ELAVL1
cfhl4	
elavl1b	ELAVL1
dct	DCT
ankrd12	ANKRD12
si:dkeyp-73d8.6	
serpinf1	SERPINF1
snupn	SNUPN
elavl1b	ELAVL1
elavl1b	ELAVL1
nox1	
zdhhc14	ZDHHC14
apoa2	
slc16a8	SLC16A8
elavl1b	ELAVL1
elavl1b	ELAVL1
slc25a17	SLC25A17
elavl1b	ELAVL1
ribc2	RIBC2
tmem106ba	TMEM106B
slc48a1a	SLC48A1
dnmt3aa	DNMT3A
crip1	
crip1	
dnajc7	DNAJC7
adal	ADAL
wdr76	WDR76
tcnba	CBLIF
tcnba	TCN1
hyal6	
egr2a	
nsfl1c	NSFL1C
tk2	TK2
fnta	FNTA
oat	OAT
cplx3a	CPLX3
syt10	SYT10
zgc:112965	RNF135
zgc:112965	RFPL2
zgc:112965	RFPL3
zgc:112965	RFPL1
zgc:112965	CD274
zgc:112965	CD86
zgc:112965	RFPL4A
zgc:112965	RFPL4AL1
zgc:112965	AL365214.3
zgc:112965	RFPL4B
zgc:112965	CD80
rnf183	
garem	GAREM1
egr2a	
emp3b	EMP3
klhl38a	KLHL38
terf2ip	TERF2IP
rabl3	RABL3
esr1	ESR1
clic5a	
cavin2b	CAVIN3
cavin2b	CAVIN2
adam8a	ADAM8
NRSN1 (1 of many)	NRSN1
grap2a	GRAP2
trpc4apa	TRPC4AP
rdh10b	RDH10
gzm3.3	
xrn2	XRN2
si:dkey-24p1.1	
lsg1	LSG1
kazna	KAZN
rasa4	RASA4
rasa4	AC093668.1
rasa4	RASA4B
asah2	ASAH2B
asah2	ASAH2
GALNTL6	GALNTL6
gzm3	
tuba8l3	
rab3gap2	RAB3GAP2
kdelr2b	KDELR2
eif4ba	EIF4B
arpc1a	ARPC1A
arpc1a	AC004922.1
gstr	GSTT4
gstr	GSTO2
gstr	GSTT2B
gstr	GSTT2
si:ch211-233a24.2	KIAA1109
haao	HAAO
cyb561d1	CYB561D1
efemp2a	EFEMP2
tekt2	TEKT2
ikzf5	IKZF5
lhx1b	
ciao1	CIAO1
plek2	PLEK2
zswim2	ZSWIM2
armt1	ARMT1
cyp2v1	CYP2C8
npdc1a	NPDC1
si:dkeyp-4c4.1	
cdkl1	CDKL1
pign	PIGN
tmem44	TMEM44
rps4x	RPS4Y2
rps4x	RPS4X
rps4x	RPS4Y1
vps26bl	VPS26B
dio1	DIO1
dio1	DIO1
foxg1a	FOXG1
ube2d4	UBE2D4
zgc:174904	CLEC4F
gja8a	GJA8
ndufs3	NDUFS3
rabep2	RABEP2
faimb	
zswim7	ZSWIM7
hmx2	HMX2
lfng	LFNG
hax1	HAX1
bsg	BSG
bsg	BSG
vwde	
hmx3a	HMX3
dnajb11	DNAJB11
dnajb11	AC068631.2
pdap1a	
gcnt4a	GCNT4
arpc1b	ARPC1B
bzw2	BZW2
kti12	AL445685.3
kti12	KTI12
cyp2ad2	CYP2C8
iars2	IARS2
cd164	
rims3	RIMS3
cdc45	CDC45
ftr16	RFPL2
ftr16	RFPL3
ftr16	RFPL1
ftr16	RFPL4A
ftr16	RFPL4AL1
ftr16	AL365214.3
ftr16	RFPL4B
fignl1	FIGNL1
actc1a	ACTA1
ubn2a	UBN2
pecr	PECR
mrnip	MRNIP
nsmce2	
mrps7	MRPS7
cdc42ep5	CDC42EP5
cdc42ep5	CDC42EP5
ncaldb	
ogt.1	OGT
prdm9	
rhbg	RHBG
cars	CARS
atp1b3a	ATP1B3
hif1ab	HIF1A
ogt.1	OGT
gja5a	GJA5
cyp2ad6	CYP2C8
zgc:171445	PZP
zgc:171445	A2ML1
si:ch211-156j16.1	
bmp7a	BMP7
fbp1b	
rbm19	RBM19
aars	AARS
dhfr	DHFR
dhfr	DHFR2
unc50	UNC50
wipi2	WIPI2
saxo2	SAXO2
slc9a6a	SLC9A6
ogt.1	OGT
mapk14a	MAPK14
irgq2	
tspan5b	
aars	AARS
ces2	CES1
ces2	CES4A
ces2	CES5A
ces2	CES2
ogt.1	OGT
tnni1c	
sqstm1	SQSTM1
snx8a	SNX8
prkcq	PRKCQ
gprc6a	GPRC6A
tmem242	TMEM242
ch25hl3	ERLIN2
stmn1a	STMN1
calr	CALR
rcbtb1	RCBTB1
efcab6	
snapc1a	SNAPC1
nudt1	NUDT1
cyp2ad3	CYP2C8
si:dkey-19p15.4	HTRA2
si:dkey-19p15.4	HTRA2
CR749751.1	PLXDC1
zgc:174288	
ppfia2	
rasl11b	RASL11B
gpr27	GPR27
adora2b	ADORA2B
mmgt1	MMGT1
mxra8b	MXRA8
si:dkeyp-73d8.9	
foxo1b	FOXO1
psmd1	PSMD1
slc2a2	SLC2A2
mrps28	MRPS28
arid2	ARID2
prok2	PROK2
prok2	PROK1
gfra1a	GFRA1
otud4	
limk2	LIMK2
cdc123	CDC123
fbln5	FBLN5
vdac3	VDAC3
ngs	
scfd2	SCFD2
sap130b	SAP130
pank1a	PANK1
rex1bd	
aftpha	AFTPH
tkfc	TKFC
cox7a1	
ufd1l	UFD1
fkbp7	FKBP7
klf2a	KLF17
klf2a	KLF18
zbtb2b	ZBTB2
sdr16c5a	SDR16C5
ccdc174	CCDC174
tor3a	TOR3A
bida	
slco2b1	SLCO2B1
vdrb	VDR
naa20	NAA20
naa15a	NAA15
dhx16	DHX16
dctn3	DCTN3
capn1b	
zgc:172131	GIMAP1
zgc:172131	GIMAP2
zgc:172131	GIMAP4
zgc:172131	GIMAP6
aoc1	AOC1
ptp4a1	PTP4A1
inpp5e	INPP5E
igfbp2b	IGFBP2
scn2b	SCN2B
sgk1	
med19b	MED19
gpsm2	GPSM2
eif2d	EIF2D
brinp2	BRINP2
hsd17b12a	HSD17B12
g6fl	
zgc:92313	TPSG1
zgc:92313	TPSAB1
zgc:92313	TPSB2
zgc:92313	TPSD1
acp6	ACP6
cnmd	CNMD
csk	CSK
desi1a	DESI1
rap1b	RAP1B
trip11	TRIP11
tnika	TNIK
srpk1b	SRPK1
dtnba	
sybl1	VAMP7
si:ch211-284e13.9	
dtnba	
camk1ga	CAMK1G
tspan4b	
pex16	PEX16
chrna10a	CHRNA10
si:ch73-199e17.1	
ahsa1b	AHSA1
igfbp5b	IGFBP5
capn2b	CAPN2
barhl1b	BARHL1
ewsr1a	EWSR1
cadm2b	CADM2
cbln11	CBLN3
anxa13	ANXA8L1
anxa13	ANXA8
anxa13	ANXA9
pi4kb	PI4KB
mmd2a	MMD2
ube2w	AC022826.2
ube2w	UBE2W
kif3a	KIF3A
cstf2	CSTF2
sucla2	SUCLA2
ecsit	ECSIT
tmem184a	TMEM184A
pipox	PIPOX
il4	
elovl8b	
csnk2a2a	CSNK2A2
srrm2	
rchy1	RCHY1
ap5z1	AP5Z1
elovl8b	
arid1b	ARID1B
cbx7a	CBX7
arid1b	ARID1B
mafk	MAFK
abcd3b	ABCD3
nme3	NME3
psmg3	PSMG3
apoc2	APOC2
foxk1	FOXK1
rps8b	RPS8
selenon	HMGA2
selenon	BEND2
rfx4	RFX4
galnt6	GALNTL5
fam91a1	FAM91A1
unc5b	UNC5B
cpb2	CPB2
march7	MARCH7
yipf2	YIPF2
zgc:154142	
wee2	WEE2
zgc:91849	
rfx2	RFX2
dnajb5	DNAJB5
sat1a.1	SAT1
zgc:172091	GIMAP1
zgc:172091	GIMAP2
zgc:172091	GIMAP4
zgc:172091	GIMAP6
rhbdl3	RHBDL3
fam84b	FAM84B
gpx2	
wee2	WEE2
rhoga	
sox4a	SOX4
rmnd1	RMND1
rltgr	
dpp3	DPP3
zgc:66426	SPEF1
efhc1	EFHC1
enpp4	ENPP4
fus	FUS
gfra1b	GFRA1
slc16a1a	SLC16A1
si:ch211-281g13.5	HERC5
rnf128a	RNF128
psmg2	PSMG2
cybrd1	CYBRD1
timm9	TIMM9
nbeaa	NBEA
vti1a	VTI1A
negr1	NEGR1
cops5	COPS5
porcn	PORCN
exoc3l1	EXOC3L1
satb1a	
mnx2a	
sgpl1	SGPL1
rybpb	
alg11	ALG11
alg11	ALG11
plxnb2a	PLXNB2
boc	BOC
mif4gdb	MIF4GD
hif1al2	
pomk	POMK
pdzd3b	PDZD3
lsm12a	LSM12
penka	PENK
gatad2b	GATAD2B
arl4aa	ARL4A
lhfpl6	LHFPL6
il20ra	IL20RA
calb2b	CALB2
pcbd1	PCBD1
aatf	AATF
hapln2	HAPLN2
akap12b	AKAP12
olah	OLAH
twsg1a	TWSG1
col11a2	COL11A2
aatf	AATF
calm1b	CALM3
tram2	TRAM2
id3	ID3
akap12b	AKAP12
aqp10b	AQP10
aqp10b	AQP9
aqp10b	AQP5
aqp10b	AQP6
col11a2	COL11A2
nelfb	NELFB
msh2	MSH2
rundc3ab	RUNDC3A
gcshb	
ptprub	PTPRU
msto1	MSTO1
rnpc3	RNPC3
tmtc2a	TMTC2
chic1	CHIC1
ehd1b	EHD1
zgc:66024	PPT2
zgc:66024	PPT2-EGFL8
sec11a	SEC11A
sdhdb	AP002884.3
sdhdb	SDHD
shq1	SHQ1
egf	EGF
fam167aa	FAM167A
ikzf1	IKZF1
nmba	NMB
cdx4	
gtf2f2a	GTF2F2
glceb	GLCE
sfpq	SFPQ
gtf2f2a	GTF2F2
naa35	NAA35
fibpa	FIBP
RTKN	RTKN
ankrd34bb	ANKRD34B
cyp3c4	CYP3A43
cyp3c4	CYP3A5
cyp3c4	CYP3A4
cyp3c4	CYP3A7-CYP3A51P
cyp3c4	CYP3A7
si:ch211-153b23.4	
cdh7a	CDH7
cnbpa	CNBP
cnbpa	ZCCHC13
akt3a	AKT3
hmgb2a	HMGB2
higd1a	HIGD1A
higd1a	HIGD1C
higd1a	HIGD1B
mpc2	MPC2
gpalpp1	GPALPP1
cbwd	CBWD5
cbwd	CBWD6
cbwd	CBWD3
pls1	PLS1
rab8a	RAB8A
coq8a	COQ8A
rasd3	
rrm2	RRM2
glrx3	GLRX3
plrg1	PLRG1
myh7ba	MYH15
si:dkey-34d22.2	
rrm2	RRM2
mrps34	MRPS34
pole3	
epha2a	
zgc:165409	
cavin4a	CAVIN4
eif2s3	EIF2S3
eif2s3	EIF2S3B
olfcg6	
kars	KARS
cnbpa	CNBP
cnbpa	ZCCHC13
impad1	
kars	KARS
mettl9	METTL9
galnt7	GALNT7
edc3	EDC3
slc20a1b	SLC20A1
cog3	COG3
glcci1a	GLCCI1
pabpc1a	PABPC1L2B
pabpc1a	PABPC1L2A
ptgdsb.2	PTGDS
ptgdsb.2	LCN15
ptgdsb.2	AL807752.7
ptgdsb.2	LCN6
ptgdsb.2	LCN8
ptgdsb.2	LCN12
ptgdsb.2	AL355987.1
ptgdsb.2	LCNL1
ptgdsb.2	LCN10
ptgdsb.2	LCN2
zgc:172282	LRFN3
aebp2	AEBP2
gtf2h1	GTF2H1
si:ch211-245h14.1	
atp2b4	ATP2B4
gas2l3	GAS2L3
rad17	RAD17
idh3g	IDH3G
zgc:55621	PPT2
zgc:55621	PPT2-EGFL8
cacna1fb	CACNA1F
pde6d	PDE6D
tmem170a	TMEM170A
tmem170a	AC009163.4
ca15b	
elocb	ELOC
bcan	BCAN
lipg	LIPG
senp8	SENP8
sparc	SPARC
cyp3c3	CYP3A43
cyp3c3	CYP3A5
cyp3c3	CYP3A4
cyp3c3	CYP3A7-CYP3A51P
cyp3c3	CYP3A7
ndfip1l	NDFIP1
mhc1zja	CD1C
mhc1zja	CD1A
mhc1zja	CD1D
mhc1zja	CD1E
mhc1zja	FCGRT
mhc1zja	CD1B
wdr32	DCAF10
or115-15	
arpc5lb	ARPC5L
cep57l1	CEP57L1
ompb	OMP
phf10	PHF10
bnip4	
elovl4a	ELOVL4
sptlc2a	SPTLC2
tpt1	TPT1
alg6	ALG6
ippk	IPPK
dcaf17	DCAF17
fam43a	FAM43A
pebp1	
kmt5ab	
tnfa	LTA
tnfa	TNF
fam151b	FAM151B
vps16	VPS16
ift57	IFT57
f13a1a.1	F13A1
bach1a	BACH1
cxadr	CXADR
cxadr	AC136352.3
mtmr6	MTMR6
tmem79a	TMEM79
snx30	SNX30
cited1	CITED1
si:ch211-106a19.1	OSBP2
sephs1	SEPHS1
mettl8	METTL8
crygs2	CRYGS
clic2	CLIC2
nr4a3	NR4A3
znf592	ZNF592
atg12	ATG12
zgc:161969	
ccdc125	
stom	STOM
zgc:152652	
tomm40	AC011481.1
bnc2	
olfcg1	
usp46	USP46
stom	STOM
zgc:171977	
bnc2	
trmu	TRMU
zgc:153142	C10orf53
cfdp1	CFDP1
bnc2	
RNF122	RNF122
dennd2da	DENND2D
camk1da	CAMK1D
hexim1	HEXIM2
hexim1	HEXIM1
samm50	SAMM50
psma6b	PSMA6
gnl1	GNL1
zgc:113208	
epg5	EPG5
rbm46	RBM46
lcmt2	LCMT2
paqr5b	PAQR5
tpp1	TPP1
nxpe3	NXPE3
atp1a3b	ATP13A5
atp1a3b	ATP13A4
atp1a3b	ATP2B2
atp1a3b	ATP12A
atp1a3b	ATP2C2
atp1a3b	ATP1A4
stim1a	STIM1
lmo7a	LMO7
sgk3	SGK3
smim7	SMIM7
rab33ba	RAB33B
rab33ba	RAB33B
bcam	BCAM
cyp3c1	CYP3A43
cyp3c1	CYP3A5
cyp3c1	CYP3A4
cyp3c1	CYP3A7-CYP3A51P
cyp3c1	CYP3A7
slc31a2	SLC31A2
fam160b1	FAM160B1
adra2a	ADRA2A
extl3	EXTL3
fam160b1	FAM160B1
ppp3cca	
chp2	
hoga1	HOGA1
insm1a	INSM1
nfkbiaa	
or115-1	
ppp1r42	PPP1R42
uchl3	UCHL3
gtf2e1	GTF2E1
MANEAL	MANEAL
grip1	GRIP1
spsb3a	SPSB3
ptrh1	PTRH1
c1qtnf4	C1QTNF4
slc43a1b	SLC43A1
atpv0e2	ATP6V0E2
grem2b	GREM2
srpk1a	
tbccd1	TBCCD1
mrpl48	MRPL48
dbx1b	DBX1
tbccd1	TBCCD1
bmper	BMPER
ndufs8b	
ttc26	TTC26
lhfpl5b	LHFPL5
spryd4	SPRYD4
tmem56b	
rmnd5b	RMND5B
pomt1	POMT1
ttc25	TTC25
sstr5	SSTR3
acbd4	ACBD4
dkk1b	
cmtr2	CMTR2
rnd2	RND2
rimkla	RIMKLA
slc12a10.2	
rbp7b	RBP7
lingo1b	LINGO1
insra	INSR
atp5l	ATP5MG
atp5l	ATP5MGL
slc24a2	SLC24A2
arl11	
gsk3aa	GSK3A
gsk3aa	AC006486.1
znf687b	ZNF687
chata	CHAT
kdm4c	KDM4D
kdm4c	KDM4F
kdm4c	KDM4E
kdm4c	KDM5C
kdm4c	KDM5D
rpsa	RPSA
kcnj14	
or115-14	
fam117ab	FAM117A
rsph3	RSPH3
otx2a	
large2	LARGE2
vwc2	VWC2
micall2a	MICALL2
rassf6	RASSF6
si:dkey-46g23.5	PZP
si:dkey-46g23.5	A2ML1
spata18	SPATA18
